book,chapter,verse,monad,text,ktv,phtext,phsep
Ezechiel,42,8,286845,חֲמִשִּׁ֣ים ,,ḥᵃmiššˈîm, 
Ezechiel,42,20,287110,אֹ֚רֶךְ ,,ˈʔōreḵ, 
Ezechiel,42,20,287111,חֲמֵ֣שׁ ,,ḥᵃmˈēš, 
Ezechiel,42,20,287112,מֵאֹ֔ות ,,mēʔˈôṯ, 
Ezechiel,42,20,287114,רֹ֖חַב ,,rˌōḥav, 
Ezechiel,42,20,287115,חֲמֵ֣שׁ ,,ḥᵃmˈēš, 
Ezechiel,42,20,287116,מֵאֹ֑ות ,,mēʔˈôṯ, 
Ezechiel,43,13,287421,גְבוּלָ֨הּ ,,ḡᵊvûlˌāh, 
Ezechiel,43,13,287427,אֶחָ֔ד ,,ʔeḥˈāḏ, 
Ezechiel,43,14,287446,רֹ֖חַב ,,rˌōḥav, 
Ezechiel,43,14,287448,אֶחָ֑ת ,,ʔeḥˈāṯ, 
Ezechiel,43,15,287468,הַרְאֵ֖ל ,,harʔˌēl, 
Ezechiel,43,15,287469,אַרְבַּ֣ע ,,ʔarbˈaʕ, 
Ezechiel,43,15,287479,קְּרָנֹ֖ות ,,qqᵊrānˌôṯ, 
Ezechiel,43,15,287480,אַרְבַּֽע׃ ,,ʔarbˈaʕ, . 
Ezechiel,45,1,288452,אֹ֗רֶךְ ,,ʔˈōreḵ, 
Ezechiel,45,1,288453,חֲמִשָּׁ֨ה ,,ḥᵃmiššˌā, 
Ezechiel,45,1,288455,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Ezechiel,45,1,288456,אֶ֨לֶף֙ ,,ʔˈelef, 
Ezechiel,45,1,288459,רֹ֖חַב ,,rˌōḥav, 
Ezechiel,45,1,288460,עֲשָׂ֣רָה ,,ʕᵃśˈārā, 
Ezechiel,45,1,288461,אָ֑לֶף ,,ʔˈālef, 
Ezechiel,45,5,288540,חֲמִשָּׁ֨ה ,,ḥᵃmiššˌā, 
Ezechiel,45,5,288542,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Ezechiel,45,5,288543,אֶ֨לֶף֙ ,,ʔˈelef, 
Ezechiel,45,5,288544,אֹ֔רֶךְ ,,ʔˈōreḵ, 
Ezechiel,45,5,288546,עֲשֶׂ֥רֶת ,,ʕᵃśˌereṯ, 
Ezechiel,45,5,288547,אֲלָפִ֖ים ,,ʔᵃlāfˌîm, 
Ezechiel,45,5,288548,רֹ֑חַב ,,rˈōḥav, 
Ezechiel,45,5,288560,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Ezechiel,45,12,288725,שֶּׁ֖קֶל ,,ššˌeqel, 
Ezechiel,45,12,288726,עֶשְׂרִ֣ים ,,ʕeśrˈîm, 
Ezechiel,46,4,289159,עֹלָ֔ה ,,ʕōlˈā, 
Ezechiel,46,4,289170,שִׁשָּׁ֧ה ,,šiššˈā, 
Ezechiel,48,1,290224,דָּ֥ן ,,dˌān, 
Ezechiel,48,1,290225,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,2,290236,אָשֵׁ֥ר ,,ʔāšˌēr, 
Ezechiel,48,2,290237,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,3,290249,נַפְתָּלִ֥י ,,naftālˌî, 
Ezechiel,48,3,290250,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,4,290261,מְנַשֶּׁ֥ה ,,mᵊnaššˌeh, 
Ezechiel,48,4,290262,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,5,290273,אֶפְרַ֥יִם ,,ʔefrˌayim, 
Ezechiel,48,5,290274,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,6,290286,רְאוּבֵ֥ן ,,rᵊʔûvˌēn, 
Ezechiel,48,6,290287,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,7,290298,יְהוּדָ֥ה ,,yᵊhûḏˌā, 
Ezechiel,48,7,290299,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,9,290344,אֹ֗רֶךְ ,,ʔˈōreḵ, 
Ezechiel,48,9,290345,חֲמִשָּׁ֤ה ,,ḥᵃmiššˈā, 
Ezechiel,48,9,290347,עֶשְׂרִים֙ ,,ʕeśrîm, 
Ezechiel,48,9,290348,אֶ֔לֶף ,,ʔˈelef, 
Ezechiel,48,9,290350,רֹ֖חַב ,,rˌōḥav, 
Ezechiel,48,9,290351,עֲשֶׂ֥רֶת ,,ʕᵃśˌereṯ, 
Ezechiel,48,9,290352,אֲלָפִֽים׃ ,,ʔᵃlāfˈîm, . 
Ezechiel,48,10,290370,רֹ֚חַב ,,ˈrōḥav, 
Ezechiel,48,10,290371,עֲשֶׂ֣רֶת ,,ʕᵃśˈereṯ, 
Ezechiel,48,10,290372,אֲלָפִ֔ים ,,ʔᵃlāfˈîm, 
Ezechiel,48,10,290375,רֹ֚חַב ,,ˈrōḥav, 
Ezechiel,48,10,290376,עֲשֶׂ֣רֶת ,,ʕᵃśˈereṯ, 
Ezechiel,48,10,290377,אֲלָפִ֔ים ,,ʔᵃlāfˈîm, 
Ezechiel,48,10,290380,אֹ֕רֶךְ ,,ʔˈōreḵ, 
Ezechiel,48,10,290381,חֲמִשָּׁ֥ה ,,ḥᵃmiššˌā, 
Ezechiel,48,10,290383,עֶשְׂרִ֖ים ,,ʕeśrˌîm, 
Ezechiel,48,10,290384,אָ֑לֶף ,,ʔˈālef, 
Ezechiel,48,13,290442,רֹ֖חַב ,,rˌōḥav, 
Ezechiel,48,13,290443,עֲשֶׂ֣רֶת ,,ʕᵃśˈereṯ, 
Ezechiel,48,13,290444,אֲלָפִ֑ים ,,ʔᵃlāfˈîm, 
Ezechiel,48,13,290445,כָּל־,,kol-,
Ezechiel,48,13,290446,אֹ֗רֶךְ ,,ʔˈōreḵ, 
Ezechiel,48,13,290447,חֲמִשָּׁ֤ה ,,ḥᵃmiššˈā, 
Ezechiel,48,13,290449,עֶשְׂרִים֙ ,,ʕeśrîm, 
Ezechiel,48,13,290450,אֶ֔לֶף ,,ʔˈelef, 
Ezechiel,48,13,290452,רֹ֖חַב ,,rˌōḥav, 
Ezechiel,48,13,290453,עֲשֶׂ֥רֶת ,,ʕᵃśˌereṯ, 
Ezechiel,48,13,290454,אֲלָפִֽים׃ ,,ʔᵃlāfˈîm, . 
Ezechiel,48,16,290505,פְּאַ֣ת ,,pᵊʔˈaṯ, 
Ezechiel,48,16,290506,צָפֹ֗ון ,,ṣāfˈôn, 
Ezechiel,48,16,290507,חֲמֵ֤שׁ ,,ḥᵃmˈēš, 
Ezechiel,48,16,290508,מֵאֹות֙ ,,mēʔôṯ, 
Ezechiel,48,16,290510,אַרְבַּ֣עַת ,,ʔarbˈaʕaṯ, 
Ezechiel,48,16,290511,אֲלָפִ֔ים ,,ʔᵃlāfˈîm, 
Ezechiel,48,16,290513,פְאַת־,,fᵊʔaṯ-,
Ezechiel,48,16,290514,נֶ֕גֶב ,,nˈeḡev, 
Ezechiel,48,16,290515, ֯חֲמֵ֥שׁ,חֲמֵ֥שׁ חמשׁ ,*ḥᵃmˌēš, 
Ezechiel,48,16,290516,מֵאֹ֖ות ,,mēʔˌôṯ, 
Ezechiel,48,16,290518,אַרְבַּ֣עַת ,,ʔarbˈaʕaṯ, 
Ezechiel,48,16,290519,אֲלָפִ֑ים ,,ʔᵃlāfˈîm, 
Ezechiel,48,20,290606,כָּל־,,kol-,
Ezechiel,48,20,290608,תְּרוּמָ֗ה ,,ttᵊrûmˈā, 
Ezechiel,48,20,290609,חֲמִשָּׁ֤ה ,,ḥᵃmiššˈā, 
Ezechiel,48,20,290611,עֶשְׂרִים֙ ,,ʕeśrîm, 
Ezechiel,48,20,290612,אֶ֔לֶף ,,ʔˈelef, 
Ezechiel,48,23,290724,בִּנְיָמִ֥ן ,,binyāmˌin, 
Ezechiel,48,23,290725,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,24,290736,שִׁמְעֹ֥ון ,,šimʕˌôn, 
Ezechiel,48,24,290737,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,25,290748,יִשָׂשכָ֥ר ,,yiśāŝḵˌār, 
Ezechiel,48,25,290749,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,26,290760,זְבוּלֻ֥ן ,,zᵊvûlˌun, 
Ezechiel,48,26,290761,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,27,290772,גָּ֥ד ,,gˌāḏ, 
Ezechiel,48,27,290773,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,31,290837,שַׁ֣עַר ,,šˈaʕar, 
Ezechiel,48,31,290838,רְאוּבֵ֞ן ,,rᵊʔûvˈēn, 
Ezechiel,48,31,290839,אֶחָ֗ד ,,ʔeḥˈāḏ, 
Ezechiel,48,31,290840,שַׁ֤עַר ,,šˈaʕar, 
Ezechiel,48,31,290841,יְהוּדָה֙ ,,yᵊhûḏˌā, 
Ezechiel,48,31,290842,אֶחָ֔ד ,,ʔeḥˈāḏ, 
Ezechiel,48,31,290843,שַׁ֥עַר ,,šˌaʕar, 
Ezechiel,48,31,290844,לֵוִ֖י ,,lēwˌî, 
Ezechiel,48,31,290845,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,32,290856,שְׁעָרִ֖ים ,,šᵊʕārˌîm, 
Ezechiel,48,32,290857,שְׁלֹשָׁ֑ה ,,šᵊlōšˈā, 
Ezechiel,48,32,290859,שַׁ֨עַר ,,šˌaʕar, 
Ezechiel,48,32,290860,יֹוסֵ֜ף ,,yôsˈēf, 
Ezechiel,48,32,290861,אֶחָ֗ד ,,ʔeḥˈāḏ, 
Ezechiel,48,32,290862,שַׁ֤עַר ,,šˈaʕar, 
Ezechiel,48,32,290863,בִּנְיָמִן֙ ,,binyāmˌin, 
Ezechiel,48,32,290864,אֶחָ֔ד ,,ʔeḥˈāḏ, 
Ezechiel,48,32,290865,שַׁ֥עַר ,,šˌaʕar, 
Ezechiel,48,32,290866,דָּ֖ן ,,dˌān, 
Ezechiel,48,32,290867,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,33,290878,שְׁעָרִ֖ים ,,šᵊʕārˌîm, 
Ezechiel,48,33,290879,שְׁלֹשָׁ֑ה ,,šᵊlōšˈā, 
Ezechiel,48,33,290880,שַׁ֣עַר ,,šˈaʕar, 
Ezechiel,48,33,290881,שִׁמְעֹ֞ון ,,šimʕˈôn, 
Ezechiel,48,33,290882,אֶחָ֗ד ,,ʔeḥˈāḏ, 
Ezechiel,48,33,290883,שַׁ֤עַר ,,šˈaʕar, 
Ezechiel,48,33,290884,יִשָּׂשכָר֙ ,,yiśśāŝḵˌār, 
Ezechiel,48,33,290885,אֶחָ֔ד ,,ʔeḥˈāḏ, 
Ezechiel,48,33,290886,שַׁ֥עַר ,,šˌaʕar, 
Ezechiel,48,33,290887,זְבוּלֻ֖ן ,,zᵊvûlˌun, 
Ezechiel,48,33,290888,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,34,290896,שַֽׁעֲרֵיהֶ֖ם ,,šˈaʕᵃrêhˌem, 
Ezechiel,48,34,290897,שְׁלֹשָׁ֑ה ,,šᵊlōšˈā, 
Ezechiel,48,34,290898,שַׁ֣עַר ,,šˈaʕar, 
Ezechiel,48,34,290899,גָּ֞ד ,,gˈāḏ, 
Ezechiel,48,34,290900,אֶחָ֗ד ,,ʔeḥˈāḏ, 
Ezechiel,48,34,290901,שַׁ֤עַר ,,šˈaʕar, 
Ezechiel,48,34,290902,אָשֵׁר֙ ,,ʔāšˌēr, 
Ezechiel,48,34,290903,אֶחָ֔ד ,,ʔeḥˈāḏ, 
Ezechiel,48,34,290904,שַׁ֥עַר ,,šˌaʕar, 
Ezechiel,48,34,290905,נַפְתָּלִ֖י ,,naftālˌî, 
Ezechiel,48,34,290906,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Ezechiel,48,35,290907,סָבִ֕יב ,,sāvˈîv, 
Ezechiel,48,35,290908,שְׁמֹנָ֥ה ,,šᵊmōnˌā, 
Ezechiel,48,35,290909,עָשָׂ֖ר ,,ʕāśˌār, 
Ezechiel,48,35,290910,אָ֑לֶף ,,ʔˈālef, 
Sacharia,4,14,306139,אֵ֖לֶּה ,,ʔˌēlleh, 
Sacharia,4,14,306140,שְׁנֵ֣י ,,šᵊnˈê, 
Sacharia,5,2,306174,אָרְכָּהּ֙ ,,ʔorkˌāh, 
Sacharia,5,2,306175,עֶשְׂרִ֣ים ,,ʕeśrˈîm, 
Sacharia,5,2,306180,רָחְבָּ֖הּ ,,roḥbˌāh, 
Sacharia,5,2,306181,עֶ֥שֶׂר ,,ʕˌeśer, 
Sacharia,5,7,306292,זֹאת֙ ,,zōṯ, 
Sacharia,5,7,306294,אַחַ֔ת ,,ʔaḥˈaṯ, 
Sacharia,14,9,309131,יְהוָ֛ה ,,[yᵊhwˈāh], 
Sacharia,14,9,309132,אֶחָ֖ד ,,ʔeḥˌāḏ, 
Sacharia,14,9,309134,שְׁמֹ֥ו ,,šᵊmˌô, 
Sacharia,14,9,309135,אֶחָֽד׃ ,,ʔeḥˈāḏ, . 
Psalmi,68,18,321414,רֶ֤כֶב ,,rˈeḵev, 
Psalmi,68,18,321415,אֱלֹהִ֗ים ,,ʔᵉlōhˈîm, 
Psalmi,68,18,321416,רִבֹּתַ֣יִם ,,ribbōṯˈayim, 
Psalmi,68,18,321417,אַלְפֵ֣י ,,ʔalᵊfˈê, 
Iob,1,3,336054,מִ֠קְנֵהוּ ,,miqnēhˌû, 
Iob,1,3,336055,שִֽׁבְעַ֨ת ,,šˈivʕˌaṯ, 
Iob,1,3,336056,אַלְפֵי־,,ʔalᵊfê-,
Iob,1,3,336059,שְׁלֹ֧שֶׁת ,,šᵊlˈōšeṯ, 
Iob,1,3,336060,אַלְפֵ֣י ,,ʔalᵊfˈê, 
Iob,1,3,336063,חֲמֵ֨שׁ ,,ḥᵃmˌēš, 
Iob,1,3,336064,מֵאֹ֤ות ,,mēʔˈôṯ, 
Iob,1,3,336068,חֲמֵ֣שׁ ,,ḥᵃmˈēš, 
Iob,1,3,336069,מֵאֹ֣ות ,,mēʔˈôṯ, 
Daniel,3,1,371614,רוּמֵהּ֙ ,,rûmˌēh, 
Daniel,3,1,371616,שִׁתִּ֔ין ,,šittˈîn, 
Daniel,3,1,371617,פְּתָיֵ֖הּ ,,pᵊṯāyˌēh, 
Daniel,3,1,371619,שִׁ֑ת ,,šˈiṯ, 
Daniel,7,17,374922,אִלֵּין֙ ,,ʔillên, 
Daniel,7,17,374923,חֵיוָתָ֣א ,,ḥêwāṯˈā, 
Daniel,7,17,374924,רַבְרְבָתָ֔א ,,ravrᵊvāṯˈā, 
Daniel,7,17,374926,אִנִּ֖ין ,,ʔinnˌîn, 
Daniel,7,17,374927,אַרְבַּ֑ע ,,ʔarbˈaʕ, 
Daniel,7,17,374928,אַרְבְּעָ֥ה ,,ʔarbᵊʕˌā, 
Daniel,8,21,375635,ה֖וּא ,,hˌû, 
Daniel,8,21,375639,רִאשֹֽׁון׃ ,,rišˈôn, . 
Daniel,9,2,375787,מִסְפַּ֣ר ,,mispˈar, 
Daniel,9,2,375789,שָּׁנִ֗ים ,,ššānˈîm, 
Daniel,9,2,375803,שִׁבְעִ֥ים ,,šivʕˌîm, 
Esra,1,11,378396,כָּל־,,kol-,
Esra,1,11,378397,כֵּלִים֙ ,,kēlîm, 
Esra,1,11,378405,חֲמֵ֥שֶׁת ,,ḥᵃmˌēšeṯ, 
Esra,1,11,378406,אֲלָפִ֖ים ,,ʔᵃlāfˌîm, 
Esra,1,11,378408,אַרְבַּ֣ע ,,ʔarbˈaʕ, 
Esra,1,11,378409,מֵאֹ֑ות ,,mēʔˈôṯ, 
Esra,2,3,378467,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,3,378468,פַרְעֹ֔שׁ ,,farʕˈōš, 
Esra,2,3,378469,אַלְפַּ֕יִם ,,ʔalpˈayim, 
Esra,2,3,378470,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,3,378471,שִׁבְעִ֥ים ,,šivʕˌîm, 
Esra,2,3,378473,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,4,378474,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,4,378475,שְׁפַטְיָ֔ה ,,šᵊfaṭyˈā, 
Esra,2,4,378476,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,4,378477,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,4,378478,שִׁבְעִ֥ים ,,šivʕˌîm, 
Esra,2,4,378480,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,5,378481,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,5,378482,אָרַ֔ח ,,ʔārˈaḥ, 
Esra,2,5,378483,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,5,378484,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,5,378485,חֲמִשָּׁ֥ה ,,ḥᵃmiššˌā, 
Esra,2,5,378487,שִׁבְעִֽים׃ ס ,,šivʕˈîm . s, 
Esra,2,6,378488,בְּנֵֽי־,,bᵊnˈê-,
Esra,2,6,378489,פַחַ֥ת מֹואָ֛ב ,,faḥˌaṯ môʔˈāv, 
Esra,2,6,378494,אַלְפַּ֕יִם ,,ʔalpˈayim, 
Esra,2,6,378495,שְׁמֹנֶ֥ה ,,šᵊmōnˌeh, 
Esra,2,6,378496,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,6,378498,שְׁנֵ֥ים ,,šᵊnˌêm, 
Esra,2,6,378499,עָשָֽׂר׃ ס ,,ʕāśˈār . s, 
Esra,2,7,378500,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,7,378501,עֵילָ֔ם ,,ʕêlˈām, 
Esra,2,7,378502,אֶ֕לֶף ,,ʔˈelef, 
Esra,2,7,378503,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,7,378504,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,7,378506,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Esra,2,8,378507,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,8,378508,זַתּ֔וּא ,,zattˈû, 
Esra,2,8,378509,תְּשַׁ֥ע ,,tᵊšˌaʕ, 
Esra,2,8,378510,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,8,378512,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,8,378514,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Esra,2,9,378515,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,9,378516,זַכָּ֔י ,,zakkˈāy, 
Esra,2,9,378517,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,9,378518,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,9,378520,שִׁשִּֽׁים׃ ס ,,šiššˈîm . s, 
Esra,2,10,378521,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,10,378522,בָנִ֔י ,,vānˈî, 
Esra,2,10,378523,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,10,378524,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,10,378525,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,10,378527,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,11,378528,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,11,378529,בֵבָ֔י ,,vēvˈāy, 
Esra,2,11,378530,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,11,378531,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,11,378532,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,11,378534,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,12,378535,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,12,378536,עַזְגָּ֔ד ,,ʕazgˈāḏ, 
Esra,2,12,378537,אֶ֕לֶף ,,ʔˈelef, 
Esra,2,12,378538,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,12,378539,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,12,378541,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,13,378542,בְּנֵי֙ ,,bᵊnˌê, 
Esra,2,13,378543,אֲדֹ֣נִיקָ֔ם ,,ʔᵃḏˈōnîqˈām, 
Esra,2,13,378544,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,13,378545,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,13,378546,שִׁשִּׁ֥ים ,,šiššˌîm, 
Esra,2,13,378548,שִׁשָּֽׁה׃ ס ,,šiššˈā . s, 
Esra,2,14,378549,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,14,378550,בִגְוָ֔י ,,viḡwˈāy, 
Esra,2,14,378551,אַלְפַּ֖יִם ,,ʔalpˌayim, 
Esra,2,14,378552,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,14,378554,שִׁשָּֽׁה׃ ס ,,šiššˈā . s, 
Esra,2,15,378555,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,15,378556,עָדִ֔ין ,,ʕāḏˈîn, 
Esra,2,15,378557,אַרְבַּ֥ע ,,ʔarbˌaʕ, 
Esra,2,15,378558,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,15,378559,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,15,378561,אַרְבָּעָֽה׃ ס ,,ʔarbāʕˈā . s, 
Esra,2,16,378562,בְּנֵֽי־,,bᵊnˈê-,
Esra,2,16,378563,אָטֵ֥ר ,,ʔāṭˌēr, 
Esra,2,16,378566,תִּשְׁעִ֥ים ,,tišʕˌîm, 
Esra,2,16,378568,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Esra,2,17,378569,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,17,378570,בֵצָ֔י ,,vēṣˈāy, 
Esra,2,17,378571,שְׁלֹ֥שׁ ,,šᵊlˌōš, 
Esra,2,17,378572,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,17,378573,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,17,378575,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,18,378576,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,18,378577,יֹורָ֔ה ,,yôrˈā, 
Esra,2,18,378578,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,18,378580,שְׁנֵ֥ים ,,šᵊnˌêm, 
Esra,2,18,378581,עָשָֽׂר׃ ס ,,ʕāśˈār . s, 
Esra,2,19,378582,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,19,378583,חָשֻׁ֔ם ,,ḥāšˈum, 
Esra,2,19,378584,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,19,378585,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,19,378587,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,20,378588,בְּנֵ֥י ,,bᵊnˌê, 
Esra,2,20,378589,גִבָּ֖ר ,,ḡibbˌār, 
Esra,2,20,378590,תִּשְׁעִ֥ים ,,tišʕˌîm, 
Esra,2,20,378592,חֲמִשָּֽׁה׃ ס ,,ḥᵃmiššˈā . s, 
Esra,2,21,378593,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,21,378594,בֵֽית־לָ֔חֶם ,,vˈêṯ-lˈāḥem, 
Esra,2,21,378595,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,21,378596,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,21,378598,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,22,378599,אַנְשֵׁ֥י ,,ʔanšˌê, 
Esra,2,22,378600,נְטֹפָ֖ה ,,nᵊṭōfˌā, 
Esra,2,22,378601,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,22,378603,שִׁשָּֽׁה׃ ,,šiššˈā, . 
Esra,2,23,378604,אַנְשֵׁ֣י ,,ʔanšˈê, 
Esra,2,23,378605,עֲנָתֹ֔ות ,,ʕᵃnāṯˈôṯ, 
Esra,2,23,378606,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,23,378607,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,23,378609,שְׁמֹנָֽה׃ ס ,,šᵊmōnˈā . s, 
Esra,2,24,378610,בְּנֵ֥י ,,bᵊnˌê, 
Esra,2,24,378611,עַזְמָ֖וֶת ,,ʕazmˌāweṯ, 
Esra,2,24,378612,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,24,378614,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,25,378615,בְּנֵ֨י ,,bᵊnˌê, 
Esra,2,25,378616,קִרְיַ֤ת עָרִים֙ ,,qiryˈaṯ ʕārîm, 
Esra,2,25,378617,כְּפִירָ֣ה ,,kᵊfîrˈā, 
Esra,2,25,378619,בְאֵרֹ֔ות ,,vᵊʔērˈôṯ, 
Esra,2,25,378620,שְׁבַ֥ע ,,šᵊvˌaʕ, 
Esra,2,25,378621,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,25,378623,אַרְבָּעִ֥ים ,,ʔarbāʕˌîm, 
Esra,2,25,378625,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,26,378626,בְּנֵ֤י ,,bᵊnˈê, 
Esra,2,26,378628,רָמָה֙ ,,rāmˌā, 
Esra,2,26,378630,גָ֔בַע ,,ḡˈāvaʕ, 
Esra,2,26,378631,שֵׁ֥שׁ ,,šˌēš, 
Esra,2,26,378632,מֵאֹ֖ות ,,mēʔˌôṯ, 
Esra,2,26,378633,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,26,378635,אֶחָֽד׃ ס ,,ʔeḥˈāḏ . s, 
Esra,2,27,378636,אַנְשֵׁ֣י ,,ʔanšˈê, 
Esra,2,27,378637,מִכְמָ֔ס ,,miḵmˈās, 
Esra,2,27,378638,מֵאָ֖ה ,,mēʔˌā, 
Esra,2,27,378639,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,27,378641,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,28,378642,אַנְשֵׁ֤י ,,ʔanšˈê, 
Esra,2,28,378643,בֵֽית־אֵל֙ ,,vˈêṯ-ʔˌēl, 
Esra,2,28,378646,עָ֔י ,,ʕˈāy, 
Esra,2,28,378647,מָאתַ֖יִם ,,māṯˌayim, 
Esra,2,28,378648,עֶשְׂרִ֥ים ,,ʕeśrˌîm, 
Esra,2,28,378650,שְׁלֹשָֽׁה׃ ס ,,šᵊlōšˈā . s, 
Esra,2,29,378651,בְּנֵ֥י ,,bᵊnˌê, 
Esra,2,29,378652,נְבֹ֖ו ,,nᵊvˌô, 
Esra,2,29,378653,חֲמִשִּׁ֥ים ,,ḥᵃmiššˌîm, 
Esra,2,29,378655,שְׁנָֽיִם׃ ס ,,šᵊnˈāyim . s, 
Esra,2,30,378656,בְּנֵ֣י ,,bᵊnˈê, 
Esra,2,30,378657,מַגְבִּ֔ישׁ ,,maḡbˈîš, 
