signI	signJ	{measureName}
1(N01)	MASZ2	78.25894445490346
2(N14)	3(N57)	78.19443693489451
EN~a	RU	77.94392705807567
1(N01)	1(N58)	77.93074449498133
5(N01)	SZU	77.8521927330503
EN~a	MUSZEN	77.82719628711861
AN	ME~a	77.7452646680952
2(N14)	SANGA~a	77.45034862027812
1(N14)	MASZ	77.31074079668907
GAL~a	U4	77.29050363048893
1(N34)	UDU~a	77.2364389170415
3(N01)	NI~a	77.22685760962156
3(N01)	AB~a	77.06024289059643
BU~a	GAL~a	76.92082743283488
3(N14)	U4	76.89889419024179
NI~a	RU	76.8675957407603
1(N01)	SIG2~b	76.55868586104562
EN~a	GA~a	76.33343227699686
5(N01)	5(N14)	76.31040797341683
6(N01)	UDU~a	76.29517971101328
E2~a	U4	76.12104707380443
2(N01)	DA~a	76.11746319529081
1(N34)	BA	75.99379564786582
5(N01)	BAR	75.99172098660033
2(N14)	SZU	75.89374855316723
2(N34)	3(N14)	75.79269918600667
BAR	EN~a	75.7226656939376
E2~a	SZU	75.59040209961553
3(N01)	9(N01)	75.39105921624846
1(N14)	NI~a	75.3093403287917
SANGA~a	U4	75.2716582481841
AB~a	AN	75.19748793401698
NUN~a	PAP~a	75.1387258693918
DU	SAL	75.09630370387575
GA~a	ZATU753	75.05833387020436
DU	SZU	75.0509874505393
2(N01)	GA~a	74.91983049889086
4(N01)	SANGA~a	74.78407363170612
1(N01)	SILA3~a	74.7210445622079
1(N01)	KASZ~c	74.71817505722773
1(N14)	TUR	74.70681735409599
1(N57)	3(N14)	74.70314856018904
E2~a	GI	74.70256747066531
A	SZU	74.6624745075527
3(N01)	HI	74.63458036398701
BA	SZU	74.49294271007149
GI	SZU	74.46387100596836
A	E2~a	74.42400780977307
2(N14)	BU~a	74.34162404368541
3(N14)	8(N01)	74.33994760723076
1(N01)	GI6	74.32997301759211
4(N01)	5(N14)	74.29863673267316
3(N14)	PAP~a	74.27324081601861
3(N01)	TUR	74.1733801969141
GAL~a	ME~a	74.13306096942523
1(N57)	AN	74.12058830976522
KUR~a	SAL	74.09701292948775
A	U4	74.07241004315475
1(N14)	1(N24)	74.0444206302225
1(N34)	AN	74.02583192628465
HI	NUN~a	73.95802330198077
1(N24)	2(N01)	73.8536366018548
5(N01)	A	73.8485196917126
AN	SZU2	73.76051736113172
1(N14)	DUG~a	73.6453589941882
2(N01)	TUG2~a	73.51756114182936
1(N14)	1(N45)	73.4699941382025
BU~a	SANGA~a	73.45396905994426
1(N01)	2(N34)	73.29745036320392
BAR	SAL	73.28918460264416
AB~a	GAL~a	73.18967757507532
2(N14)	NAM2	73.12198832360424
4(N01)	DU	72.8585952449016
1(N57)	3(N57)	72.8294909396984
2(N14)	GAR	72.76090955640845
DU	GI	72.74484283214433
3(N57)	A	72.61234011233574
PAP~a	PA~a	72.60354236464475
BU~a	NUN~a	72.59287224130817
EN~a	NE~a	72.45052011567158
2(N01)	IB~a	72.43769812735918
1(N01)	GADA~a	72.42637886971963
1(N34)	8(N01)	72.25114858872885
NAM2	SAL	72.17693045107198
A	BA	72.16994551712499
BU~a	KI	72.0960282059277
1(N14)	DA~a	72.07985920787942
1(N14)	MUSZEN	71.95165166329447
EN~a	RAD~a	71.94956030429067
HI	PAP~a	71.85943776291467
1(N14)	RU	71.74501382730377
KI	SZE~a	71.67594835953169
1(N34)	GI	71.67548021604313
1(N01)	UMUN2	71.51633234442886
GAL~a	GA~a	71.50348838341061
SAG	SZE~a	71.43359135063221
1(N14)	NE~a	71.36861792558055
1(N14)	UD5~a	71.23422156484544
E2~a	NUN~a	71.20873555050103
1(N14)	U8	71.13436486141414
KI	PAP~a	71.0267559504024
2(N01)	ERIM~a	71.01526243656755
2(N01)	GU7	70.96843154783097
3(N14)	AN	70.94162325700421
DU	SANGA~a	70.92811326958127
1(N01)	1(N39~a)	70.87478033929739
A	NUN~a	70.80522474004864
5(N01)	SANGA~a	70.72941349214793
3(N14)	GI	70.57261457244124
6(N01)	U4	70.48309416789206
BA	E2~a	70.43365032641965
5(N01)	BU~a	70.4050865900345
DU	KI	70.38906471449278
PAP~a	TUR	70.38088369582563
APIN~a	EN~a	70.32167569869283
BU~a	TUR	70.29788813799642
DU	U4	70.29389644739825
E2~a	SANGA~a	70.22834387734875
1(N14)	SUHUR	70.13644180905604
4(N01)	PA~a	70.07240082660262
1(N14)	AB2	70.03963766346557
1(N58)	BAD~a	70.0
AN	KU6~a	69.97093011903029
KI	U4	69.9197703226484
2(N14)	AB~a	69.87174822165721
PA~a	SAL	69.85601702426045
6(N01)	AN	69.81651744180316
1(N57)	NAM2	69.7292414183456
EN~a	KISAL~b1	69.66182835941183
BU~a	HI	69.65458486824923
PAP~a	SAG	69.57854972341336
2(N01)	ZATU753	69.57444538255535
KI	SAL	69.5693201402064
1(N01)	LAGAB~b	69.56214579918107
2(N01)	U8	69.56069744941352
1(N01)	NA~a	69.51841886964424
DU	GAL~a	69.4999728311128
1(N01)	NUN~b	69.48690763965874
NUN~a	SZE~a	69.35434918633898
DU	E2~a	69.33491986270106
EN~a	NI~a	69.19376156100418
EN~a	GISZ	69.12122981302534
4(N01)	GAL~a	69.01308841760023
1(N01)	UDUNITA~a	69.00437662397088
5(N01)	ME~a	68.93432056765
2(N01)	UNUG~a	68.85062445145746
1(N01)	ZATU659	68.84740155174771
7(N01)	EN~a	68.81967970932868
