signI	signJ	{measureName}
EN~a	KU6~a	27.03243557125137
2(N01)	GAL~a	26.998351648351644
1(N01)	UTUA~a	26.940331890331898
KU~b1	SI	26.870923520923522
3(N14)	8(N01)	26.759736374736384
1(N01)	NAMESZDA	26.72840909090909
1(N01)	SZAB~a	26.72380952380952
1(N34)	1(N57)	26.715744244575507
1(N25)	2(N42~a)	26.704434709933437
1(N14)	3(N14)	26.701160023263093
1(N01)	NU	26.68333333333333
AN	SZE~a	26.650604950604947
1(N01)	TUN3~a	26.643567251461985
LAGAB~b	TE	26.62176482937353
3(N57)	EN2	26.617366946778713
3(N01)	5(N14)	26.547270376682143
EN~a	GAL~a	26.532736609795442
DUG~a	KASZ~a	26.523739272423487
1(N01)	5(N14)	26.508586552336556
ME~a	SI	26.43612491373361
2(N01)	5(N14)	26.360153370021795
GAL~a	SZAB~a	26.318623554807765
SAR~a	SZE~a	26.28214285714286
SZU	TUR	26.097813543849355
1(N57)	PAP~a	26.037633307524953
DI	ZATU737	26.0
1(N14)	3(N57)	25.97940254832295
1(N57)	3(N14)	25.971377397112697
1(N01)	1(N02)	25.937946809158444
1(N14)	SZU	25.8789137762822
2(N57)	MUSZEN	25.8452380952381
1(N01)	NIM~a	25.819047619047623
1(N01)	DUR2	25.81894888736994
3(N01)	NUN~a	25.769266228678664
DUG~b	SZE~a	25.75
2(N01)	BAR	25.465233524645296
AN	SZU	25.37015601146036
4(N01)	AN	25.359547582047586
GIBIL	U4	25.34237371823579
3(N57)	AN	25.339022754065702
E2~a	HI	25.288743731758437
E~a	KISAL~b1	25.246453546453555
GAR	U4	25.223066261224158
6(N14)	SZE~a	25.1955500381971
LA2	SUG5	25.176678876678878
GI	MUSZEN	25.104942464240374
1(N01)	SZA3~a1	25.089590964590965
AN	E2~a	25.084638140164706
1(N58)	GAL~a	25.046879509379508
3(N01)	BU~a	25.00295715244059
2(N14)	PAP~a	24.96122684902597
3(N14)	BA	24.842142117142117
1(N24)	1(N28)	24.802829023799784
AB~a	EN~a	24.75937255687689
AN	NUNUZ~a1	24.71746031746032
1(N14)	GAL~a	24.67624574913578
A	BU~a	24.651559672211846
NE~a	SZE~a	24.60027472527473
2(N01)	SANGA~a	24.52176601176601
3(N57)	TUR	24.343839252912456
NUN~a	U4	24.34156651151939
1(N45)	5(N14)	24.31190289595462
AN	SAL	24.303734206521664
1(N57)	UDU~a	24.27095959595959
A	SAL	24.268105655953953
ME~a	SZU	24.236832611832618
1(N01)	KU~b1	24.201262626262636
NUN~a	PAP~a	24.135198986415386
EN~a	RAD~a	24.134694009694012
1(N24)	HI@g~a	24.077641891280734
BU~a	HI	24.059754788508087
1(N14)	SUHUR	24.056487956487956
1(N01)	GU	24.054761904761907
2(N14)	SAL	24.054411052394048
AN	NUN~a	24.010618836355867
SAL	TUR	23.993979828941875
6(N01)	BA	23.922191003441
SZE~a	SZU	23.883513708513714
2(N14)	3(N14)	23.877414691931808
GI	SZU	23.85033351936199
3(N57)	SANGA~a	23.848762838468716
SZAKIR~c	ZATU752	23.830905205905204
1(N14)	MASZ	23.769380075262433
AN	SI	23.762781573265446
BUR2	TUG2~a	23.740404040404044
MU	ZATU714	23.726092474776692
3(N57)	DU	23.697856650360894
6(N01)	UDU~a	23.670238095238098
2(N01)	GAR	23.592699216847823
2(N01)	HI	23.570598410304296
A	AN	23.563344686714256
1(N01)	2(N39~a)	23.51883754680488
1(N57)	TUR	23.503425099376784
BU~a	E2~a	23.46093291801056
A	NAR	23.41802967563837
2(N01)	UD5~a	23.397222222222222
1(N01)	SI4~a	23.392265512265517
1(N14)	NUN~a	23.384952747553825
BA	E2~a	23.319209956709958
4(N01)	PAP~a	23.240657708304767
