signI	signJ	{measureName}
1(N01)	RU	114.2528121904479
3(N01)	NUN~a	113.30939416306302
DU	PAP~a	113.16896764588859
AN	SZU	112.96695099387006
3(N01)	3(N57)	112.73795266449659
AB~a	EN~a	112.53200510666262
1(N14)	BU~a	112.42227990741267
1(N57)	2(N14)	112.14374348860713
2(N14)	AN	112.02094347641534
4(N01)	BA	111.74321214217295
AN	SZE~a	111.64340361875546
5(N01)	AN	110.98061353103638
3(N01)	BU~a	110.63776763345818
5(N01)	UDU~a	110.63354862263384
1(N01)	MASZ	110.36397541504357
3(N01)	GAL~a	110.17479290573453
1(N01)	TAK4~a	109.89446198753814
BA	GI	109.58057030734022
2(N14)	UDU~a	109.56304349117599
1(N14)	KU6~a	109.07798246723982
2(N14)	GI	108.93876960304105
3(N01)	8(N01)	108.44586728228636
GAL~a	N	108.40309007834324
1(N01)	5(N14)	107.98552618392826
AN	SAL	107.88880840631279
1(N01)	SUHUR	107.86863859155389
AN	BU~a	107.75644583515066
2(N14)	7(N01)	107.25329365319777
1(N01)	RAD~a	107.17882645507052
1(N14)	KI	107.02084610126187
PAP~a	U4	106.8982624336608
1(N14)	2(N34)	106.86889694726517
1(N14)	PA~a	106.72846798781677
1(N01)	9(N01)	106.36245639272315
3(N14)	4(N14)	105.65588733693147
2(N01)	BAR	105.45036491535045
5(N01)	SAL	105.28721893171527
1(N14)	GAR	105.25791044564824
EN~a	SZU2	105.17547831965413
3(N01)	DU	105.17086307452965
1(N14)	SZU2	104.564373854922
1(N01)	APIN~a	103.8961817688609
2(N01)	NI~a	103.70340313715378
EN~a	UDU~a	103.31741966080993
AN	MUSZ3~a	103.2802916594152
1(N57)	4(N01)	102.99615264135423
3(N01)	SANGA~a	102.75614399516827
GI	PAP~a	102.62961069526894
4(N01)	4(N14)	102.53110172507387
4(N01)	UDU~a	102.34269680534456
6(N01)	EN~a	102.33877407830235
2(N14)	PAP~a	101.99513407323671
2(N01)	5(N14)	101.9407546959794
1(N01)	DI	101.71112576909772
5(N01)	PAP~a	101.55188891616011
1(N01)	KISAL~b1	101.45902783489757
EN~a	KU6~a	101.33166497916172
AN	BA	100.75228250907215
2(N01)	TUR	100.35332215003535
GAL~a	NAM2	100.32082518611786
1(N01)	GU7	100.26990837148318
5(N01)	8(N01)	100.12724995027996
1(N01)	TUR3~a	100.12225549218186
5(N01)	BA	100.11302718650514
EN~a	TUR	100.02709963844477
EN~a	TE	99.82184168914257
3(N01)	E2~a	99.67606178800166
BU~a	SZE~a	99.48905936779832
1(N01)	UD5~a	99.4418857332331
1(N14)	ME~a	99.33993015215576
2(N01)	9(N01)	99.0696321906128
A	BU~a	98.9425612968712
AN	KI	98.78877017454684
EN~a	IB~a	98.61689801667215
2(N14)	2(N34)	98.49227787002503
SAL	U4	98.39001478574794
1(N01)	UNUG~a	98.26586129924087
AN	GI	98.14326542652213
1(N57)	BAR	98.0702257161242
BA	U4	96.86571828363898
3(N57)	E2~a	96.86090529512116
1(N01)	GA2~a1	96.84379254452242
3(N57)	SAL	96.68595608690246
3(N01)	5(N14)	96.57564281571663
1(N01)	1(N24)	96.49384447825607
1(N01)	DUG~a	96.37049898837317
2(N01)	HI	96.35365053588525
4(N01)	GI	96.22742340677621
4(N01)	SAL	95.84630367317074
1(N57)	SAL	95.75411181993735
GI	U4	95.69272554023759
5(N01)	GI	95.58342327076755
A	SZE~a	95.42736265149148
1(N14)	NAM2	95.09455046538882
2(N01)	GAR	94.98881443758086
1(N45)	SZE~a	94.93952652780965
A	PAP~a	94.80820495117858
1(N14)	SI	94.7455008236901
1(N14)	BAR	94.60739507253665
3(N57)	U4	94.30713537014846
1(N34)	2(N34)	94.13406894344119
5(N01)	7(N01)	93.8902456678075
1(N34)	SZE~a	93.87336648101447
1(N14)	AB~a	93.84419160439016
4(N01)	PAP~a	93.82463483696478
3(N57)	SZE~a	93.76851655137688
1(N01)	URU~a1	93.60580138663408
1(N01)	ZATU753	93.53883151902589
2(N14)	8(N01)	93.52212978558627
1(N01)	GU4	93.491250537759
1(N57)	BA	93.46222077908988
1(N34)	6(N01)	93.34733985119772
SZE~a	SZU	92.97072341142372
PA~a	SZE~a	92.96025736595159
4(N01)	8(N01)	92.8914087372054
3(N01)	BAR	92.88110081053257
AN	GAL~a	92.80200562348739
5(N14)	SZE~a	92.76580836930847
1(N01)	SZA	92.61755817424499
3(N57)	BU~a	92.60739771029267
1(N01)	U2~b	92.56936841056381
AN	E2~a	92.43512508876914
2(N14)	5(N14)	92.09546733979705
1(N01)	ERIM~a	91.76915311896451
3(N14)	6(N01)	91.75391618649113
1(N01)	1(N08)	91.73977374827057
SAL	SZE~a	91.41061783820342
SAL	SZU	91.25887555829208
1(N01)	E2~b	91.21125584822474
1(N01)	NAGA~a	90.52921109908176
1(N01)	SUKKAL	90.51865093803113
BU~a	SAL	90.44802322454423
4(N01)	7(N01)	90.16815531824498
4(N14)	EN~a	90.06487089062006
3(N01)	PA~a	89.62001507683256
EN~a	SZUBUR	89.49189221161255
1(N01)	MA	89.34970219794319
1(N01)	ERIN	89.18295888060617
1(N01)	UB	89.09790214162521
1(N14)	HI	89.03962983370073
5(N01)	GAL~a	89.01882951560948
3(N57)	AN	88.87368648382457
AN	HI	88.74200228649526
2(N01)	SZITA~a1	88.60833641975401
3(N01)	SI	88.56590655374424
BU~a	NAM2	88.56100790617695
1(N14)	SAG	88.52363050164752
GAL~a	SZE~a	88.19751672461135
SAL	SANGA~a	88.11149130397466
SANGA~a	SZE~a	87.66211797032103
3(N01)	SAG	87.62047591999374
2(N14)	NUN~a	87.27501083017333
AN	DU	87.07794918926982
A	GI	86.80555176970068
DU	SZE~a	86.77806488359874
3(N57)	4(N01)	86.7046469138864
2(N01)	NE~a	86.66420675577064
AN	SANGA~a	86.40947378436975
4(N01)	SZU	86.288502632539
2(N14)	GAL~a	86.19409253439368
NAM2	PAP~a	85.73032801900011
GAL~a	NUN~a	85.68840458301075
3(N57)	SZU	85.65990545410719
E2~a	PAP~a	85.52619526262505
1(N01)	SZE3	85.49103989492059
1(N01)	PIRIG~b1	85.48494495445364
PAP~a	SANGA~a	85.43251347027501
BU~a	DU	85.37480918192654
4(N14)	SZE~a	85.33169084704252
GAL~a	SZITA~a1	85.26840101627424
2(N01)	SZUBUR	85.15914929312068
E2~a	SZE~a	85.07113103223841
1(N57)	UDU~a	84.9802266498279
NAM2	PA~a	84.71199704760836
BU~a	E2~a	84.59238268635582
U4	UDU~a	84.48936386609947
2(N01)	MASZ	84.12053786111898
1(N34)	5(N14)	84.10465430220272
3(N01)	SZU2	83.99250099414813
BA	UDU~a	83.90534162202238
3(N01)	NAM2	83.79892779997861
BU~a	U4	83.62970852675777
3(N01)	ME~a	83.6062913742234
3(N01)	KI	83.58550510565794
5(N01)	E2~a	82.91608505396532
AN	SI	82.60485639247935
GAL~a	SAL	82.44304100590801
BU~a	SZU	82.44113580277879
NUN~a	SANGA~a	82.14125489628205
2(N01)	KUR~a	81.9616946796713
EN~a	SZITA~a1	81.9550925307135
GI	SAL	81.68489520464318
1(N01)	U8	81.6519166446997
2(N14)	E2~a	81.43455543428544
2(N01)	RU	81.35662618419641
PAP~a	SI	81.22692585656966
5(N01)	NUN~a	81.18238096460773
AN	SAG	80.9676505697378
3(N14)	UDU~a	80.8546779315627
3(N57)	GI	80.63149995688839
GAL~a	SZU	80.57492901524164
6(N01)	8(N01)	80.56184751688976
E2~a	SAL	80.49834440870526
3(N14)	BA	80.36882413051246
1(N57)	PAP~a	80.33662662814743
2(N01)	MUSZ3~a	80.32014216663217
A	SAL	80.31825462007752
1(N01)	2(N57)	80.04495900412054
3(N57)	SANGA~a	80.04357706750469
4(N01)	NUN~a	79.8468792021445
2(N01)	MUSZEN	79.81281631407188
3(N57)	5(N01)	79.57303729596646
1(N01)	KAB	79.55269706598153
3(N01)	KU6~a	79.5502882053821
1(N01)	AMAR	79.54691622877628
2(N01)	DUG~a	79.51674717285955
1(N34)	U4	79.49139484773212
SI	SZE~a	79.41350037454659
1(N34)	1(N57)	79.3669146861469
BA	PAP~a	79.36013193580608
6(N01)	BA	79.30191088887346
4(N01)	BU~a	79.06489327152478
2(N01)	TE	79.00841468999882
NUN~a	U4	78.89071286628608
1(N01)	DUB~a	78.88119272718127
2(N01)	UD5~a	78.85968907231656
A	DU	78.84214486535794
BU~a	GI	78.7342368525566
1(N57)	SZE~a	78.48498730016321
SZU	U4	78.47543676737055
3(N57)	DU	78.4634887250819
3(N14)	5(N14)	78.46231561827874
AB~a	SZE~a	78.44705552460104
5(N14)	EN~a	78.16722267848024
4(N01)	E2~a	78.11075194932221
2(N14)	A	78.03839668606234
1(N01)	NUNUZ~a1	77.99938407920483
1(N01)	MASZ2	77.89557509545376
4(N01)	A	77.71774024945286
2(N14)	PA~a	77.65588660270602
2(N14)	3(N57)	77.48038245211126
AN	ME~a	77.3742385766431
EN~a	MUSZEN	77.35661096201136
EN~a	RU	77.29238795297523
5(N01)	SZU	76.75299751800235
1(N34)	UDU~a	76.67327187025963
1(N14)	MASZ	76.64735466942786
BU~a	GAL~a	76.58402118282144
2(N14)	SANGA~a	76.58177779104678
GAL~a	U4	76.54886633876116
3(N01)	AB~a	76.4972608541039
3(N01)	NI~a	76.49545850308732
BAR	U4	76.48021747241964
3(N14)	U4	76.3435899827419
1(N01)	SIG2~b	76.2981002331343
1(N01)	1(N58)	76.28322119132636
6(N01)	UDU~a	76.02022345617468
EN~a	GA~a	75.7030823032267
5(N01)	5(N14)	75.54464964961639
2(N01)	DA~a	75.42973822646142
E2~a	U4	75.35678355233111
2(N14)	SZU	75.10626092995632
1(N14)	NI~a	74.98287273055854
E2~a	SZU	74.97721717890903
BAR	EN~a	74.89157754877009
1(N34)	BA	74.89051189299305
AB~a	AN	74.87007976656433
DU	SAL	74.84252422468614
2(N34)	3(N14)	74.84072670114021
DU	SZU	74.67096044031064
5(N01)	BAR	74.64139551011333
3(N01)	9(N01)	74.54183946905395
NUN~a	PAP~a	74.51823659323313
SANGA~a	U4	74.4632261735705
2(N01)	GA~a	74.39154505262974
NI~a	RU	74.37264578613141
1(N14)	TUR	74.25710124983539
A	SZU	74.2432371943829
1(N01)	GI6	74.19747911482905
3(N01)	HI	74.0818161131643
4(N01)	SANGA~a	74.02997312371882
GI	SZU	74.02893207959572
A	E2~a	73.94938936198048
E2~a	GI	73.9449340473077
1(N01)	SILA3~a	73.9310619585426
1(N01)	KASZ~c	73.88676679170962
1(N57)	3(N14)	73.82152644107596
4(N01)	5(N14)	73.73687701194373
3(N14)	8(N01)	73.72804985245477
BA	SZU	73.70772165828087
3(N01)	TUR	73.7025051728244
1(N57)	AN	73.69738305520418
1(N14)	1(N24)	73.66622252995056
2(N14)	BU~a	73.64789410136281
GAL~a	ME~a	73.56277509611854
A	U4	73.52410082158164
3(N14)	PAP~a	73.50469410662954
1(N34)	AN	73.41066302243642
AN	SZU2	73.39652863622192
1(N24)	2(N01)	73.37675006562368
HI	NUN~a	73.31769978643656
5(N01)	A	73.31140745217274
BU~a	SANGA~a	73.04452125517209
2(N01)	TUG2~a	73.03935046866043
AB~a	GAL~a	72.81164033808727
1(N14)	DUG~a	72.75759032793731
1(N14)	1(N45)	72.67309725976055
1(N01)	2(N34)	72.60236298113563
BAR	SAL	72.54481222045304
DU	GI	72.47233892671082
KUR~a	SAL	72.46136146460128
4(N01)	DU	72.26193550500268
2(N14)	NAM2	72.23647345722232
3(N57)	A	72.19156366827131
1(N01)	GADA~a	72.04538993435311
BU~a	NUN~a	72.0063038925577
PAP~a	PA~a	71.91241619012902
GA~a	ZATU753	71.80452533509325
1(N57)	3(N57)	71.80387458312052
NAM2	SAL	71.76688215522844
1(N34)	8(N01)	71.76582263193538
2(N14)	GAR	71.74853770337761
EN~a	NE~a	71.71599638141653
BU~a	KI	71.6705519349996
EN~a	RAD~a	71.43442416652032
1(N01)	UMUN2	71.39722091898912
2(N01)	IB~a	71.35695924102806
1(N34)	GI	71.32929771472986
1(N14)	MUSZEN	71.30941109283145
A	BA	71.28096154957048
1(N14)	DA~a	71.21177690421908
GAL~a	GA~a	71.19140954620323
KI	SZE~a	71.17142541113527
HI	PAP~a	71.1633931530131
1(N14)	RU	71.08748408955384
SAG	SZE~a	70.88325099881085
1(N14)	UD5~a	70.7749156147215
1(N14)	U8	70.737518658549
1(N01)	1(N39~a)	70.66294827274119
KI	PAP~a	70.6214141320787
1(N14)	NE~a	70.5739850986052
3(N14)	GI	70.4035820658438
DU	SANGA~a	70.39629659977068
2(N01)	ERIM~a	70.319616012056
3(N14)	AN	70.30674279412158
E2~a	NUN~a	70.05822221042052
BU~a	TUR	69.99833633523932
6(N01)	U4	69.96112990922552
PAP~a	TUR	69.95334533268253
A	NUN~a	69.91296151664493
5(N01)	BU~a	69.88404837682425
DU	KI	69.87674600718378
5(N01)	SANGA~a	69.74858056710616
2(N01)	GU7	69.74695536825305
APIN~a	EN~a	69.69157450422075
4(N01)	PA~a	69.56370365811121
1(N14)	SUHUR	69.47338410386195
DU	U4	69.46229308040775
BA	E2~a	69.45310702870303
E2~a	SANGA~a	69.42148546626778
BU~a	HI	69.41088222195589
1(N14)	AB2	69.38595032881683
2(N14)	AB~a	69.29481541105704
EN~a	KISAL~b1	69.27817249737596
KI	U4	69.23493678662096
PA~a	SAL	69.23165903623958
AN	KU6~a	69.15818429430047
KI	SAL	69.14209969635208
1(N01)	NA~a	69.13227064523439
PAP~a	SAG	69.10029226553468
6(N01)	AN	69.08965502553632
2(N01)	U8	69.01892411978271
1(N01)	NUN~b	68.97982048030906
DU	GAL~a	68.88616356516847
DU	E2~a	68.86705958068814
1(N57)	NAM2	68.83220139115221
NUN~a	SZE~a	68.71787078778928
EN~a	NI~a	68.61596186703518
5(N01)	ME~a	68.58787113099636
4(N01)	GAL~a	68.54580704386159
1(N01)	LAGAB~b	68.52157701455343
2(N01)	ZATU753	68.5095462218952
EN~a	GISZ	68.45679636529836
1(N57)	BU~a	68.44355289507608
1(N01)	UDUNITA~a	68.42431310903659
1(N01)	ZATU659	68.25166485231203
7(N01)	EN~a	68.16011600867621
1(N45)	2(N14)	68.05538155312698
AN	NAM2	68.00826965286102
GAL~a	PAP~a	68.00508914454049
1(N14)	SZITA~a1	67.94458601494706
1(N01)	MAR~a	67.94439611615026
BA	SAL	67.77951235426697
2(N01)	2(N34)	67.76734366075017
1(N58)	BAD~a	67.75821760927366
2(N01)	AB2	67.72384856078526
1(N34)	GAL~a	67.69575443561527
2(N01)	SU~a	67.694096171931
1(N24)	SZE~a	67.68375889152512
5(N01)	KU6~a	67.6680521005643
ME~a	SZE~a	67.64130211229606
1(N01)	HI@g~a	67.60522544759338
KAB	NAM2	67.50277450102449
AN	UDU~a	67.3722319055414
GI	KI	67.25655508447784
AN	SZUBUR	67.24829665386274
2(N01)	RAD~a	67.219398790312
2(N01)	UNUG~a	67.17231014964624
3(N14)	7(N01)	67.12791559584691
BU~a	SI	67.09179235268566
